row_id,tier,source_key,source_citation,source_doi,source_table,source_case_id,origin_refs,origin_citations,paper_split,split,perveance_uperv,rw_mm,C,theta_cone_deg,theta_source,theta_ann_panahi_deg,theta_iterative_deg,theta_noniterative_deg,theta_modified_noniter_deg,beam_type,rc_mm,Rc_mm,derived_fields,generator_mre_pct,generator_envelope,orig_units,notes
SYN-00387,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,1.3114,1.2365,95.6880,38.1163,physics_generator,,38.1163,,,pencil,12.0958,19.5959,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00388,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,2.5444,4.4108,33.9583,46.9817,physics_generator,,46.9817,,,pencil,25.7036,35.1556,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00389,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,2.0097,0.8370,14.6668,34.4954,physics_generator,,34.4954,,,pencil,3.2053,5.6597,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00390,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,1.6332,3.5152,209.1398,47.4012,physics_generator,,47.4012,,,pencil,50.8352,69.0591,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00391,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,0.3206,1.9176,25.1735,15.0654,physics_generator,,15.0654,,,pencil,9.6214,37.0164,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00392,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,3.3459,2.7472,56.6976,60.7899,physics_generator,,60.7899,,,pencil,20.6858,23.6996,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00393,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,3.5822,1.2749,30.8793,56.2565,physics_generator,,56.2565,,,pencil,7.0845,8.5198,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00394,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,0.5653,4.0772,69.2831,23.4475,physics_generator,,23.4475,,,pencil,33.9369,85.2881,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00395,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,1.8684,2.4797,17.9669,34.8494,physics_generator,,34.8494,,,pencil,10.5106,18.3939,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00396,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,2.2497,3.1852,255.2184,59.0950,physics_generator,,59.0950,,,pencil,50.8859,59.3062,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00397,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,2.7776,1.5626,123.7265,61.3746,physics_generator,,61.3746,,,pencil,17.3808,19.8011,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00398,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,1.5527,2.7721,44.0573,37.4084,physics_generator,,37.4084,,,pencil,18.3998,30.2881,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00399,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,1.0934,0.6745,189.3242,37.3853,physics_generator,,37.3853,,,pencil,9.2813,15.2861,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00400,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,3.2671,3.9729,10.6674,40.7702,physics_generator,,40.7702,,,pencil,12.9758,19.8703,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00401,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,3.1017,0.5859,74.3955,60.7619,physics_generator,,60.7619,,,pencil,5.0533,5.7911,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00402,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,1.0196,3.7514,26.3296,27.4313,physics_generator,,27.4313,,,pencil,19.2492,41.7839,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00403,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,1.4125,1.6614,317.0869,45.5898,physics_generator,,45.5898,,,pencil,29.5845,41.4146,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00404,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,2.7317,2.9880,17.7266,42.5995,physics_generator,,42.5995,,,pencil,12.5806,18.5864,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00405,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,2.4167,2.2642,46.0460,48.1818,physics_generator,,48.1818,,,pencil,15.3639,20.6154,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00406,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,1.9405,3.0869,102.6875,47.9553,physics_generator,,47.9553,,,pencil,31.2810,42.1223,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00407,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,0.7039,1.4969,12.1340,19.1279,physics_generator,,19.1279,,,pencil,5.2143,15.9129,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00408,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,3.3915,1.8271,9.9114,40.5915,physics_generator,,40.5915,,,pencil,5.7522,8.8405,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00409,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,0.4610,2.5239,140.1564,22.9247,physics_generator,,22.9247,,,pencil,29.8797,76.7090,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00410,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,1.7071,0.9339,37.5270,38.3520,physics_generator,,38.3520,,,pencil,5.7212,9.2204,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00411,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,2.1748,3.7294,83.9724,49.8247,physics_generator,,49.8247,,,pencil,34.1745,44.7268,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00412,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,2.4972,1.0228,244.8290,63.0184,physics_generator,,63.0184,,,pencil,16.0043,17.9591,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00413,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,1.1727,4.3143,13.6348,25.5906,physics_generator,,25.5906,,,pencil,15.9309,36.8824,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00414,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,0.7828,2.2244,57.5718,27.0771,physics_generator,,27.0771,,,pencil,16.8779,37.0789,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00415,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,2.8568,3.4251,20.2976,45.0682,physics_generator,,45.0682,,,pencil,15.4311,21.7969,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00416,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,2.9325,1.1807,19.7211,45.4228,physics_generator,,45.4228,,,pencil,5.2432,7.3609,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00417,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,0.7638,4.4839,280.9260,32.0530,physics_generator,,32.0530,,,pencil,75.1542,141.6122,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00418,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,1.2430,2.0739,29.6880,31.0900,physics_generator,,31.0900,,,pencil,11.2999,21.8827,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00419,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,2.4762,3.2785,66.9333,51.9716,physics_generator,,51.9716,,,pencil,26.8223,34.0511,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00420,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,2.1543,1.9693,193.6898,55.5006,physics_generator,,55.5006,,,pencil,27.4073,33.2560,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00421,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,1.7779,2.6778,10.8680,29.7886,physics_generator,,29.7886,,,pencil,8.8278,17.7694,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00422,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,0.4417,0.7678,114.5506,21.9350,physics_generator,,21.9350,,,pencil,8.2176,21.9985,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00423,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,3.4668,3.5671,40.6844,58.3495,physics_generator,,58.3495,,,pencil,22.7527,26.7282,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00424,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,3.6472,2.4064,93.3629,70.6883,physics_generator,,70.6883,,,pencil,23.2513,24.6376,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00425,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,0.6302,3.2408,33.2714,22.2879,physics_generator,,22.2879,,,pencil,18.6935,49.2892,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00426,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,1.9626,1.3308,158.2200,51.0948,physics_generator,,51.0948,,,pencil,16.7392,21.5106,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00427,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,2.3442,4.0041,8.9078,32.2119,physics_generator,,32.2119,,,pencil,11.9506,22.4192,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00428,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,2.6598,0.7437,22.9756,44.5273,physics_generator,,44.5273,,,pencil,3.5648,5.0835,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00429,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,1.4351,3.9209,51.6020,36.7410,physics_generator,,36.7410,,,pencil,28.1659,47.0845,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00430,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,0.9455,1.5109,15.2279,23.5444,physics_generator,,23.5444,,,pencil,5.8959,14.7597,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00431,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,3.1929,1.7329,39.0198,55.0493,physics_generator,,55.0493,,,pencil,10.8244,13.2062,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00432,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,1.1106,2.9306,86.9498,34.4091,physics_generator,,34.4091,,,pencil,27.3272,48.3583,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00433,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,1.4806,0.5282,9.0288,25.5405,physics_generator,,25.5405,,,pencil,1.5871,3.6810,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00434,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,2.8001,3.8226,127.3452,61.9751,physics_generator,,61.9751,,,pencil,43.1373,48.8673,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
SYN-00435,B_synthetic,project_physics_generator,"Generated by this project's implementation of the classical Pierce synthesis physics. Validated against Panahi et al. 2025 Table 2 over the C >= 8 envelope: MAE 0.85 deg, MRE 2.80% across 23 published cases. NOT experimental data.",,generated,,,,,train,2.2719,1.4296,62.1766,48.8399,physics_generator,,48.8399,,,pencil,11.2725,14.9726,theta_cone_deg;theta_iterative_deg;rc_mm;Rc_mm,2.80,C >= 8,P in microperv; rw in mm; C dimensionless; angles in degrees,"SYNTHETIC - physics model output, not a measurement. Aperture-lens coefficient c=0.62."
